"web","plant","tip_name","symmetry","PC1","PC2","PC3","PC4","n.poll","n.shared","mn.n.shared","md.n.shared","n.shared.a","n.shared.z","mn.n.shared.a","mn.n.shared.z","md.n.shared.a","md.n.shared.z","Latitude","lat.x","lat.sc","pc1.sc","pc2.sc","rel.mn.n.shared","rel.mn.n.shared.a","rel.mn.n.shared.z"
"M_PL_018","Angelica sylvestris","Angelica_sylvestris","Actinomorphic",-24.5137230037417,12.4606277611283,-8.37941493804874,0.733888014487522,17,14,2.47368421052632,2,14,6,2.58620689655172,2.11111111111111,2,2,56.238737,7.49924909574285,1.2702676356796,-0.786007805152526,0.533472374392864,0.145510835913313,0.152129817444219,0.124183006535948
"M_PL_018","Tanacetum vulgare","Tanacetum_vulgare","Actinomorphic",-33.5732260341795,18.1985527101933,-25.8496477503535,-1.7021717763173,17,15,2.92105263157895,3,15,8,3.03448275862069,2.55555555555556,3,3,56.238737,7.49924909574285,1.2702676356796,-1.07649163299215,0.779128091371652,0.171826625386997,0.178498985801217,0.150326797385621
"M_PL_018","Melilotus albus","Melilotus_albus","Zygomorphic",8.3705834307926,-39.4943295841913,-2.43517321696299,-25.4679112547362,15,13,2.97368421052632,2.5,13,9,3.06666666666667,2.625,2,3,56.238737,7.49924909574285,1.2702676356796,0.268394315676943,-1.69085652683241,0.198245614035088,0.204444444444445,0.175
"M_PL_018","Trifolium repens","Trifolium_repens","Zygomorphic",8.36896365466957,-39.5042717313036,-2.43623485601922,-25.48361120708,15,10,2.34210526315789,2,10,9,2.2,2.875,2,2.5,56.238737,7.49924909574285,1.2702676356796,0.26834237918916,-1.69128217640065,0.156140350877193,0.146666666666667,0.191666666666667
"M_PL_018","Achillea millefolium","Achillea_millefolium","Actinomorphic",-33.5732618936103,18.1985730219002,-25.8497012090485,-1.70217930156942,14,13,2.63157894736842,2,13,7,2.75862068965517,2.22222222222222,2,2,56.238737,7.49924909574285,1.2702676356796,-1.07649278278863,0.779128960969453,0.18796992481203,0.197044334975369,0.158730158730159
"M_PL_018","Cirsium vulgare","Cirsium_vulgare","Actinomorphic",-32.8905472839845,17.8106238384458,-24.8246767852891,-1.55814168370069,14,11,2.26315789473684,2,11,5,2.31034482758621,2.11111111111111,2,3,56.238737,7.49924909574285,1.2702676356796,-1.05460222737297,0.762519832119074,0.161654135338346,0.165024630541872,0.150793650793651
"M_PL_018","Lapsana communis","Lapsana_communis","Actinomorphic",-33.1865085278826,17.9787027237657,-25.2684500374462,-1.62052048542862,14,13,2.63157894736842,2,13,6,2.75862068965517,2.22222222222222,2,2,56.238737,7.49924909574285,1.2702676356796,-1.06409192617111,0.769715732980236,0.18796992481203,0.197044334975369,0.158730158730159
"M_PL_018","Senecio jacobea","Senecio_jacobaea","Actinomorphic",-33.5927351895814,18.2095794647601,-25.8786235005875,-1.70625536669384,14,14,2.73684210526316,2,13,5,2.96551724137931,2,3,2,56.238737,7.49924909574285,1.2702676356796,-1.07711717438443,0.779600175848724,0.195488721804511,0.211822660098522,0.142857142857143
"M_PL_018","Stachys sylvatica","Stachys_sylvatica","Zygomorphic",-30.9185293323622,15.0384218419801,26.4952494268128,-3.95142887241399,11,9,2.55263157894737,2,9,8,2.46666666666667,2.875,2,2.5,56.238737,7.49924909574285,1.2702676356796,-0.991371460604519,0.643834545173525,0.232057416267943,0.224242424242425,0.261363636363636
"M_PL_018","Vicia hirsuta","Vicia_hirsuta","Zygomorphic",8.36474016331898,-39.530255739633,-2.43901174041134,-25.5247010668105,11,10,1.42105263157895,1,8,8,1.3,1.875,1,2,56.238737,7.49924909574285,1.2702676356796,0.268206957198545,-1.69239462040311,0.129186602870814,0.118181818181818,0.170454545454545
"M_PL_018","Eupatorium cannabinum","Eupatorium_cannabinum","Actinomorphic",-33.5987643540716,18.2129806784559,-25.8875173926032,-1.70750994233002,9,7,1.78947368421053,2,7,4,1.75862068965517,1.88888888888889,2,2,56.238737,7.49924909574285,1.2702676356796,-1.07731049346318,0.779745790787305,0.198830409356726,0.195402298850574,0.209876543209877
"M_PL_018","Myosotis palustris","Myosotis_palustris","Actinomorphic",-24.8617269649172,12.106504245881,17.3303650888361,-1.45495412843382,9,9,1.31578947368421,1,9,2,1.27586206896552,1.44444444444444,1,1,56.238737,7.49924909574285,1.2702676356796,-0.797166201193233,0.518311411708732,0.146198830409357,0.14176245210728,0.160493827160493
"M_PL_018","Stachys palustris","Stachys_palustris","Zygomorphic",-30.9185293323622,15.0384218419801,26.4952494268128,-3.95142887241399,9,6,1.68421052631579,2,5,6,1.7,1.625,2,2,56.238737,7.49924909574285,1.2702676356796,-0.991371460604519,0.643834545173525,0.187134502923977,0.188888888888889,0.180555555555556
"M_PL_018","Sonchus palustris","Sonchus_palustris","Actinomorphic",-33.1841636181995,17.9773827217588,-25.2650025120602,-1.62003355652083,8,6,1.63157894736842,1,6,4,1.75862068965517,1.22222222222222,1,1,56.238737,7.49924909574285,1.2702676356796,-1.06401673900705,0.769659220209104,0.203947368421052,0.219827586206896,0.152777777777778
"M_PL_018","Echium vulgare","Echium_vulgare","Actinomorphic",-24.8579328325932,12.104951667575,17.3267578252073,-1.45399725469957,7,6,1.81578947368421,2,6,4,1.79310344827586,1.88888888888889,2,2,56.238737,7.49924909574285,1.2702676356796,-0.797044546166781,0.518244941732162,0.259398496240601,0.25615763546798,0.26984126984127
"M_PL_018","Epilobium montanum","Epilobium_montanum","Actinomorphic",9.40933952659416,-27.1488665090388,-0.755888968491119,8.2259016353369,7,6,0.815789473684211,0.5,6,3,0.827586206896552,0.777777777777778,0,1,56.238737,7.49924909574285,1.2702676356796,0.301700982266313,-1.16231465671681,0.116541353383459,0.118226600985222,0.111111111111111
"M_PL_018","Geranium robertianum","Geranium_robertianum","Actinomorphic",11.1206651257032,-21.2142283257808,-0.447589571710616,4.84417411802276,7,7,1.15789473684211,1,6,4,1.13793103448276,1.22222222222222,1,1,56.238737,7.49924909574285,1.2702676356796,0.356572911668946,-0.908237126798006,0.165413533834587,0.16256157635468,0.174603174603174
"M_PL_018","Ranunculus repens","Ranunculus_repens","Actinomorphic",42.0779661754047,11.3483454143187,0.614795344405318,29.2934323986418,7,5,1.57894736842105,1,5,3,1.75862068965517,1,2,1,56.238737,7.49924909574285,1.2702676356796,1.34918754828729,0.485852630354057,0.225563909774436,0.251231527093596,0.142857142857143
"M_PL_018","Aegopodium podagraria","Aegopodium_podagraria","Actinomorphic",-24.4866129272079,12.4489901724134,-8.36341055245594,0.736260497315701,6,5,1.18421052631579,1,5,2,1.31034482758621,0.777777777777778,1,1,56.238737,7.49924909574285,1.2702676356796,-0.785138547889947,0.53297413849312,0.197368421052632,0.218390804597702,0.12962962962963
"M_PL_018","Daucus carota","Daucus_carota","Actinomorphic",-24.4664346842675,12.4403220179241,-8.35148665700435,0.738022631107187,6,5,1.18421052631579,1,5,2,1.24137931034483,1,1,1,56.238737,7.49924909574285,1.2702676356796,-0.784491552880539,0.532603031912805,0.197368421052632,0.206896551724138,0.166666666666667
"M_PL_018","Juncus effusus","Juncus_effusus","Actinomorphic",68.1113028038456,32.54348360934,-0.673463979190993,-6.4397216840825,6,6,1.71052631578947,1.5,6,3,1.89655172413793,1.11111111111111,2,1,56.238737,7.49924909574285,1.2702676356796,2.18392023173135,1.39327245825036,0.285087719298245,0.316091954022988,0.185185185185185
"M_PL_018","Lychnis flos-cuculi","Lychnis_flos-cuculi","Actinomorphic",1.56316944141756,-4.76947263354462,2.69920595701704,14.9459717291779,6,6,0.789473684210526,1,6,2,0.793103448275862,0.777777777777778,1,1,56.238737,7.49924909574285,1.2702676356796,0.0501214516270163,-0.20419371633556,0.131578947368421,0.132183908045977,0.12962962962963
"M_PL_018","Sonchus arvensis","Sonchus_arvensis","Actinomorphic",-33.1841636181995,17.9773827217588,-25.2650025120602,-1.62003355652083,6,6,1.57894736842105,1,6,2,1.86206896551724,0.666666666666667,2,0,56.238737,7.49924909574285,1.2702676356796,-1.06401673900705,0.769659220209104,0.263157894736842,0.310344827586207,0.111111111111111
"M_PL_018","Trifolium dubium","Trifolium_dubium","Zygomorphic",8.36970143532319,-39.4997446261312,-2.43575149571708,-25.4764636247751,6,6,1.47368421052632,1,6,6,1.4,1.75,1,1.5,56.238737,7.49924909574285,1.2702676356796,0.26836603538174,-1.69108835907525,0.24561403508772,0.233333333333333,0.291666666666667
"M_PL_018","Vicia sepium","Vicia_sepium","Zygomorphic",8.36474016331898,-39.530255739633,-2.43901174041134,-25.5247010668105,6,6,1.15789473684211,1,6,4,1.13333333333333,1.25,1,1,56.238737,7.49924909574285,1.2702676356796,0.268206957198545,-1.69239462040311,0.192982456140352,0.188888888888888,0.208333333333333
"M_PL_018","Allium scorodoprasum","Allium_scorodoprasum","Actinomorphic",70.4762702631828,34.5907240578451,-0.798572535804078,-8.73400652663058,5,5,0.973684210526316,1,5,2,1.06896551724138,0.666666666666667,1,1,56.238737,7.49924909574285,1.2702676356796,2.25975052816111,1.48092022720339,0.194736842105263,0.213793103448276,0.133333333333333
"M_PL_018","Calystegia sepium","Calystegia_sepium","Actinomorphic",-25.0825738716538,12.1889906219547,17.4506703625677,-1.47091572232628,5,5,1.42105263157895,2,5,3,1.41379310344828,1.44444444444444,2,2,56.238737,7.49924909574285,1.2702676356796,-0.804247434525773,0.521842871258176,0.28421052631579,0.282758620689656,0.288888888888888
"M_PL_018","Malva sylvestris","Malva_sylvestris","Actinomorphic",8.81409671189287,-32.1818945370145,-1.1625246755881,19.0586970505311,3,2,0.315789473684211,0,2,0,0.413793103448276,0,0,0,56.238737,7.49924909574285,1.2702676356796,0.282615121736488,-1.37779187535631,0.105263157894737,0.137931034482759,0
"M_PL_018","Prunella vulgaris","Prunella_vulgaris","Zygomorphic",-30.9905647026159,15.0723154508685,26.596944426692,-3.97901298694422,3,3,0.631578947368421,1,3,3,0.533333333333333,1,0,1,56.238737,7.49924909574285,1.2702676356796,-0.993681202101468,0.645285620059723,0.210526315789474,0.177777777777778,0.333333333333333
"M_PL_018","Chrysanthemum maximum","Chrysanthemum_maximum","Actinomorphic",-33.5728738911837,18.1983492754485,-25.8491182606365,-1.70209808338471,2,2,0.394736842105263,0,2,0,0.517241379310345,0,0,0,56.238737,7.49924909574285,1.2702676356796,-1.07648034188214,0.779119381793096,0.197368421052631,0.258620689655172,0
"M_PL_018","Veronica agrestis","Veronica_agrestis","Zygomorphic",-30.0405063666802,14.6252007491242,25.2546969003843,-3.61492394036848,2,2,0.236842105263158,0,1,1,0.2,0.375,0,0,56.238737,7.49924909574285,1.2702676356796,-0.963218539727348,0.626143459155954,0.118421052631579,0.1,0.1875
"M_PL_018","Cerastium glomeratum","Cerastium_glomeratum","Actinomorphic",1.47220427499053,-4.80609980463368,2.71894569528573,15.0819854175728,1,1,0.210526315789474,0,0,0,0.206896551724138,0.222222222222222,0,0,56.238737,7.49924909574285,1.2702676356796,0.0472047453071427,-0.205761822237024,0.210526315789474,0.206896551724138,0.222222222222222
"M_PL_018","Hypericum perforatum","Hypericum_perforatum","Actinomorphic",8.55266019190943,-31.9883815007643,-1.28882317409505,-2.39522208203124,1,1,0.631578947368421,1,0,0,0.689655172413793,0.444444444444444,1,0,56.238737,7.49924909574285,1.2702676356796,0.274232423391258,-1.36950707133974,0.631578947368421,0.689655172413793,0.444444444444444
"M_PL_019","Kunzea muelleri","Kunzea_muelleri","Actinomorphic",9.50939329615932,-26.8702747779634,-0.742774586644855,8.11927986621866,2,2,0.564102564102564,0,2,2,0.485714285714286,1.25,0,1.5,-36.45,6.03738353924943,0.497816541607709,0.304909105479631,-1.15038740914052,0.282051282051282,0.242857142857143,0.625
"M_PL_019","Aciphylla glacialis","Aciphylla_glacialis","Actinomorphic",-24.4692401437553,12.4415279326323,-8.35314253449387,0.737777000133676,11,9,1.61538461538462,1,8,3,1.57142857142857,2,1,1.5,-36.45,6.03738353924943,0.497816541607709,-0.78458150710961,0.532654660305453,0.146853146853147,0.142857142857143,0.181818181818182
"M_PL_019","Orites lancifolia","Orites_lancifolia","Actinomorphic",35.3121176882129,7.56054468214922,0.416192990297941,9.58500485799937,25,18,2.92307692307692,3,16,6,2.68571428571429,5,2,5,-36.45,6.03738353924943,0.497816541607709,1.13224744014458,0.323686880035992,0.116923076923077,0.107428571428572,0.2
"M_PL_019","Prostanthera cuneata","Prostanthera_cuneata","Zygomorphic",-30.8509330463119,15.0067438210578,26.4007137476259,-3.92578450334025,14,13,1.79487179487179,1,10,8,1.66666666666667,3.33333333333333,1,2,-36.45,6.03738353924943,0.497816541607709,-0.989204053865577,0.642478325457998,0.128205128205128,0.119047619047619,0.238095238095238
"M_PL_019","Craspedia sp1 M_PL_019","Craspedia","Actinomorphic",-33.5576962048378,18.189701253992,-25.8261804353176,-1.69887945087336,19,17,2.35897435897436,2,16,7,2.11428571428571,4.5,2,4,-36.45,6.03738353924943,0.497816541607709,-1.07599368467669,0.778749137161073,0.124156545209177,0.111278195488722,0.236842105263158
"M_PL_019","Gentianella diemensis","Gentianella_diemensis","Actinomorphic",-26.5584864090561,12.8449423047797,19.1820285794906,-1.90201387208039,8,8,1.69230769230769,1,7,2,1.68571428571429,1.75,1,2,-36.45,6.03738353924943,0.497816541607709,-0.851571081527235,0.549925894716696,0.211538461538461,0.210714285714286,0.21875
"M_PL_019","Wahlenbergia ceracea","Wahlenbergia_ceracea","Actinomorphic",-24.2807086825614,12.8369426197401,-11.4136855177665,0.312263483027647,12,12,2.1025641025641,1,12,4,1.91428571428571,3.75,1,4,-36.45,6.03738353924943,0.497816541607709,-0.778536435947119,0.54958340707849,0.175213675213675,0.159523809523809,0.3125
"M_PL_019","Microseris lanceolata","Microseris_lanceolata","Actinomorphic",-33.1646028147005,17.9663705540335,-25.2362444970424,-1.61597196281531,7,5,1.35897435897436,1,5,3,1.25714285714286,2.25,1,2.5,-36.45,6.03738353924943,0.497816541607709,-1.06338954157062,0.76918776023323,0.194139194139194,0.179591836734694,0.321428571428571
"M_PL_019","Helichrysum scorpioides","Helichrysum_scorpioides","Actinomorphic",-33.5597648572208,18.1908714139994,-25.829261339059,-1.69931346973818,2,2,0.615384615384615,1,2,1,0.628571428571429,0.5,1,0.5,-36.45,6.03738353924943,0.497816541607709,-1.07606001392904,0.778799234800576,0.307692307692307,0.314285714285715,0.25
"M_PL_019","Baeckia gunniana","Baeckea_gunniana","Actinomorphic",9.51118916885254,-26.8650579919902,-0.742524305250081,8.11711349136256,16,13,1.87179487179487,1,13,2,1.91428571428571,1.5,1,1.5,-36.45,6.03738353924943,0.497816541607709,0.304966688326337,-1.15016406475907,0.116987179487179,0.119642857142857,0.09375
"M_PL_019","Celmisia longifolia","Celmisia_longifolia","Actinomorphic",-33.6588624395849,18.2471448508353,-25.9778249878496,-1.72019736881348,7,7,1.84615384615385,2,7,6,1.65714285714286,3.5,1,3.5,-36.45,6.03738353924943,0.497816541607709,-1.07923747796411,0.781208449210925,0.263736263736264,0.236734693877551,0.5
"M_PL_019","Epacris petrophila","Epacris_petrophila","Actinomorphic",-12.8658295089938,4.35159080802309,3.97769710111115,6.77202606029227,12,10,1.71794871794872,1,10,3,1.6,2.75,1,3,-36.45,6.03738353924943,0.497816541607709,-0.412529847558743,0.186303092046787,0.143162393162393,0.133333333333333,0.229166666666667
"M_PL_019","Oxylobium ellipticum","Oxylobium_ellipticum","Zygomorphic",8.6070612656988,-38.0451234427366,-2.28059306175189,-23.1843396538647,11,9,1.28205128205128,0,6,6,1.16666666666667,2.66666666666667,0,2,-36.45,6.03738353924943,0.497816541607709,0.275976738956894,-1.62881218556107,0.116550116550116,0.106060606060606,0.242424242424243
"M_PL_019","Senecio lautus","Senecio_lautus","Actinomorphic",-33.5927351895814,18.2095794647601,-25.8786235005875,-1.70625536669384,12,12,2.38461538461538,2,12,6,2.2,4,2,3.5,-36.45,6.03738353924943,0.497816541607709,-1.07711717438443,0.779600175848724,0.198717948717948,0.183333333333333,0.333333333333333
"M_PL_019","Euphrasia collina","Euphrasia_collina","Zygomorphic",-30.7214005145122,14.9458076566054,26.2178778233805,-3.87618994952119,8,7,1.71794871794872,1,6,4,1.69444444444444,2,1,2,-36.45,6.03738353924943,0.497816541607709,-0.98505072387159,0.639869487367334,0.21474358974359,0.211805555555555,0.25
"M_PL_019","Helipterum albicans","Helipterum_albicans","Actinomorphic",-33.5575532562958,18.1896203046366,-25.8259674502307,-1.69884946563614,12,10,1.20512820512821,1,10,1,1.2,1.25,1,1,-36.45,6.03738353924943,0.497816541607709,-1.07598910117586,0.778745671505436,0.100427350427351,0.1,0.104166666666667
"M_PL_019","Senecio gunnii","Senecio_gunnii","Actinomorphic",-33.5927351895814,18.2095794647601,-25.8786235005875,-1.70625536669384,3,2,0.871794871794872,1,2,2,0.857142857142857,1,1,1,-36.45,6.03738353924943,0.497816541607709,-1.07711717438443,0.779600175848724,0.290598290598291,0.285714285714286,0.333333333333333
"M_PL_019","Achillea millefolium","Achillea_millefolium","Actinomorphic",-33.5732618936103,18.1985730219002,-25.8497012090485,-1.70217930156942,7,4,0.564102564102564,0,4,2,0.485714285714286,1.25,0,1,-36.45,6.03738353924943,0.497816541607709,-1.07649278278863,0.779128960969453,0.0805860805860806,0.0693877551020409,0.178571428571429
"M_PL_019","Richea continentis","Richea_continentis","Actinomorphic",-12.8678309894333,4.35198172403662,3.97813656124148,6.7728377987051,4,3,0.641025641025641,0,3,1,0.6,1,0,1,-36.45,6.03738353924943,0.497816541607709,-0.412594023010471,0.186319828193467,0.16025641025641,0.15,0.25
"M_PL_019","Leucopogon montanus","Leucopogon_montanus","Actinomorphic",-12.8649861276802,4.35153668035481,3.97753975313803,6.77176876568742,6,6,2,2,6,4,1.91428571428571,2.75,1,2.5,-36.45,6.03738353924943,0.497816541607709,-0.412502805387502,0.186300774698394,0.333333333333333,0.319047619047618,0.458333333333333
"M_PL_019","Phebalium ovatifolium","Phebalium_ovatifolium","Actinomorphic",9.59488768527808,-27.9936134356968,-0.875843585885657,12.9631079074182,10,7,1.38461538461538,1,7,2,1.28571428571429,2.25,1,2.5,-36.45,6.03738353924943,0.497816541607709,0.307650396842588,-1.19848050304208,0.138461538461538,0.128571428571429,0.225
"M_PL_019","Helichrysum alpinum","Helichrysum_alpinum","Actinomorphic",-33.5597648572208,18.1908714139994,-25.829261339059,-1.69931346973818,4,3,1.12820512820513,1,3,2,1.14285714285714,1,1,1,-36.45,6.03738353924943,0.497816541607709,-1.07606001392904,0.778799234800576,0.282051282051282,0.285714285714285,0.25
"M_PL_019","Brachycome scapigera","Brachyscome_scapigera","Actinomorphic",-33.6666029333695,18.2515372539832,-25.9894048346112,-1.72182578093942,5,5,1.02564102564103,1,5,1,1.02857142857143,1,1,1,-36.45,6.03738353924943,0.497816541607709,-1.07948566909075,0.781396499586999,0.205128205128206,0.205714285714286,0.2
"M_PL_019","Pentachondra pumila","Pentachondra_pumila","Actinomorphic",-12.8649871331686,4.35153594205627,3.97753973901163,6.77176845821384,5,5,0.230769230769231,0,5,0,0.257142857142857,0,0,0,-36.45,6.03738353924943,0.497816541607709,-0.412502837627474,0.186300743089885,0.0461538461538462,0.0514285714285714,0
"M_PL_019","Pimelea ligustrina","Pimelea_ligustrina","Actinomorphic",9.1804970903416,-30.6255544574673,-1.06467847836907,17.2067315449806,4,3,0.666666666666667,1,3,1,0.657142857142857,0.75,1,1,-36.45,6.03738353924943,0.497816541607709,0.294363380343619,-1.31116084732826,0.166666666666667,0.164285714285714,0.1875
"M_PL_019","Prasophyllum alpinum","Prasophyllum_alpinum","Zygomorphic",68.7943687211875,33.1193963095284,-0.704262577903061,-6.86793413554086,7,6,1.46153846153846,1,5,4,1.47222222222222,1.33333333333333,1,2,-36.45,6.03738353924943,0.497816541607709,2.20582205147462,1.41792880153436,0.208791208791209,0.21031746031746,0.19047619047619
"M_PL_019","Asperula gunnii","Asperula_gunnii","Actinomorphic",-27.3759861777552,13.1985979495623,20.07919392875,-2.1286089114849,2,2,0.358974358974359,0,2,1,0.342857142857143,0.5,0,0.5,-36.45,6.03738353924943,0.497816541607709,-0.877783387132948,0.56506682663091,0.17948717948718,0.171428571428572,0.25
"M_PL_019","Leptorhynchos squamatus","Leptorhynchos_squamatus","Actinomorphic",-33.5576558508114,18.1896757553249,-25.8261173027463,-1.69887112392682,2,2,0.615384615384615,1,2,1,0.628571428571429,0.5,1,0.5,-36.45,6.03738353924943,0.497816541607709,-1.07599239076553,0.77874804549581,0.307692307692307,0.314285714285715,0.25
"M_PL_019","Olearia phlogopappa","Olearia_phlogopappa","Actinomorphic",-33.6572978258068,18.246258730998,-25.9754869451771,-1.71986821609167,2,2,0.538461538461538,0,2,2,0.485714285714286,1,0,1,-36.45,6.03738353924943,0.497816541607709,-1.07918731020128,0.781170512081057,0.269230769230769,0.242857142857143,0.5
"M_PL_019","Epilobium gunnianum","Epilobium_gunnianum","Actinomorphic",9.40933952659416,-27.1488665090388,-0.755888968491119,8.2259016353369,2,2,0.384615384615385,0,2,1,0.371428571428571,0.5,0,0.5,-36.45,6.03738353924943,0.497816541607709,0.301700982266313,-1.16231465671681,0.192307692307693,0.185714285714285,0.25
"M_PL_019","Brachycome stolonifera","Brachyscome_stolonifera","Actinomorphic",-33.6666029333695,18.2515372539832,-25.9894048346112,-1.72182578093942,2,2,0.82051282051282,1,2,1,0.828571428571429,0.75,1,0.5,-36.45,6.03738353924943,0.497816541607709,-1.07948566909075,0.781396499586999,0.41025641025641,0.414285714285714,0.375
"M_PL_019","Epacris microphylla","Epacris_microphylla","Actinomorphic",-12.8658295089938,4.35159080802309,3.97769710111115,6.77202606029227,2,2,0.0769230769230769,0,2,0,0.0571428571428571,0.25,0,0,-36.45,6.03738353924943,0.497816541607709,-0.412529847558743,0.186303092046787,0.0384615384615384,0.0285714285714285,0.125
"M_PL_019","Senecio pectinatus","Senecio_pectinatus","Actinomorphic",-33.5927351895814,18.2095794647601,-25.8786235005875,-1.70625536669384,1,1,0.538461538461538,1,0,0,0.542857142857143,0.5,1,0.5,-36.45,6.03738353924943,0.497816541607709,-1.07711717438443,0.779600175848724,0.538461538461538,0.542857142857143,0.5
"M_PL_019","Stylidium graminifolium","Stylidium_graminifolium","Actinomorphic",-25.121004049438,13.4169148706294,-13.2844263083607,0.0676579588363666,2,1,0.0512820512820513,0,1,0,0.0571428571428571,0,0,0,-36.45,6.03738353924943,0.497816541607709,-0.805479659418221,0.574413550446473,0.0256410256410257,0.0285714285714285,0
"M_PL_019","Aciphylla simplicifolia","Aciphylla_simplicifolia","Actinomorphic",-24.4692401437553,12.4415279326323,-8.35314253449387,0.737777000133676,1,0,0,0,0,0,0,0,0,0,-36.45,6.03738353924943,0.497816541607709,-0.78458150710961,0.532654660305453,0,0,0
"M_PL_019","Brachycome scapiformis","Brachyscome_scapiformis","Actinomorphic",-33.6666029333695,18.2515372539832,-25.9894048346112,-1.72182578093942,1,1,0.0769230769230769,0,0,0,0.0571428571428571,0.25,0,0,-36.45,6.03738353924943,0.497816541607709,-1.07948566909075,0.781396499586999,0.0769230769230769,0.0571428571428571,0.25
"M_PL_019","Stackhousia pulvinaris","Stackhousia_pulvinaris","Actinomorphic",10.3260224847502,-25.3927429288166,-0.836604098471259,-0.489887596880333,1,1,0.333333333333333,0,0,0,0.314285714285714,0.5,0,0.5,-36.45,6.03738353924943,0.497816541607709,0.331093496812185,-1.08713036953419,0.333333333333333,0.314285714285714,0.5
"M_PL_021","Anthriscus aemula","Anthriscus_aemula","Actinomorphic",-24.5064290816095,12.4574935078561,-8.37510744999288,0.734525860257347,188,58,2.21111111111111,1,55,1,2.53521126760563,1,1,0,35.333333,5.94418480533706,0.448570245560204,-0.785773932895537,0.533338188734876,0.0117612293144208,0.0134851663170512,0.00531914893617021
"M_PL_021","Hydrangea paniculata","Hydrangea_paniculata","Actinomorphic",-4.75301311804807,1.74681716397787,2.56553987426446,5.27155967929322,75,35,2.13333333333333,1,34,4,2.26760563380282,1.63157894736842,1,1,35.333333,5.94418480533706,0.448570245560204,-0.152400572047252,0.0747858549313652,0.0284444444444444,0.0302347417840376,0.0217543859649123
"M_PL_021","Euonymus alatus","Euonymus_alatus","Actinomorphic",10.2633910698701,-25.5593159330548,-0.845980801223854,-0.532427031131681,66,38,1.83333333333333,1,38,0,2.15492957746479,0.631578947368421,1,0,35.333333,5.94418480533706,0.448570245560204,0.329085283660066,-1.09426179965025,0.0277777777777777,0.0326504481434059,0.00956937799043062
"M_PL_021","Hydrangea macrophylla","Hydrangea_macrophylla","Actinomorphic",-4.75301311804807,1.74681716397787,2.56553987426446,5.27155967929322,50,26,1.86666666666667,1,26,5,1.94366197183099,1.57894736842105,1,1,35.333333,5.94418480533706,0.448570245560204,-0.152400572047252,0.0747858549313652,0.0373333333333334,0.0388732394366198,0.031578947368421
"M_PL_021","Hydrangea hirta","Hydrangea_hirta","Actinomorphic",-4.75301311804807,1.74681716397787,2.56553987426446,5.27155967929322,45,25,1.38888888888889,0,25,0,1.6056338028169,0.578947368421053,0,0,35.333333,5.94418480533706,0.448570245560204,-0.152400572047252,0.0747858549313652,0.0308641975308642,0.0356807511737089,0.0128654970760234
"M_PL_021","Weigela hortensis","Weigela_hortensis","Actinomorphic",-22.5196989577546,11.5896816455967,-7.16419287478251,0.898435270931281,45,29,2.11111111111111,1,29,7,2.07042253521127,2.26315789473684,1,2,35.333333,5.94418480533706,0.448570245560204,-0.722071435162196,0.496184871617899,0.0469135802469135,0.0460093896713616,0.0502923976608187
"M_PL_021","Viburnum plicatum","Viburnum_plicatum","Actinomorphic",-22.1851176311271,11.4496816316121,-6.97590161696562,0.929943185023794,42,28,1.62222222222222,0,28,0,1.95774647887324,0.368421052631579,1,0,35.333333,5.94418480533706,0.448570245560204,-0.711343422361066,0.490191101375569,0.0386243386243386,0.0466130114017438,0.0087719298245614
"M_PL_021","Angelica pubescens","Angelica_pubescens","Actinomorphic",-24.5137230037417,12.4606277611283,-8.37941493804874,0.733888014487522,41,22,0.988888888888889,1,22,2,1.05633802816901,0.736842105263158,1,0,35.333333,5.94418480533706,0.448570245560204,-0.786007805152526,0.533472374392864,0.0241192411924119,0.0257643421504637,0.0179717586649551
"M_PL_021","Astilbe thunbergii","Astilbe_thunbergii","Actinomorphic",12.8253896512349,-11.0082547361021,0.415466659366142,6.08560960428556,38,24,1.31111111111111,1,23,1,1.46478873239437,0.736842105263158,1,0,35.333333,5.94418480533706,0.448570245560204,0.41123318430474,-0.47129245047427,0.0345029239766082,0.038547071905115,0.0193905817174515
"M_PL_021","Swida controversa","Swida_controversa","Actinomorphic",-3.51590400514609,1.69946450029345,2.4042790679584,5.04510319761161,34,21,1.41111111111111,1,21,1,1.61971830985915,0.631578947368421,1,0,35.333333,5.94418480533706,0.448570245560204,-0.112733916010638,0.072758562373252,0.0415032679738562,0.0476387738193868,0.0185758513931889
"M_PL_021","Deutzia crenata","Deutzia_crenata","Actinomorphic",-4.70481489201268,1.74502150065484,2.55942476971189,5.2633709124856,30,23,1.66666666666667,1,21,3,1.7887323943662,1.21052631578947,1,1,35.333333,5.94418480533706,0.448570245560204,-0.150855144539055,0.0747089778433958,0.0555555555555557,0.05962441314554,0.0403508771929823
"M_PL_021","Rabdosia trichocarpa","Rabdosia_trichocarpa","Zygomorphic",-30.9466899469502,15.0517208785595,26.5353077265891,-3.96229211467284,28,14,1.12222222222222,1,11,7,1.08333333333333,1.27777777777778,1,1,35.333333,5.94418480533706,0.448570245560204,-0.9922744023103,0.644403912043088,0.040079365079365,0.0386904761904761,0.0456349206349207
