"lon","lat","year","flr","pptY0Y1","tminY0"
-117.208333193528,36.5416665499902,2013,1,6.50390100479126,3.1710000038147
-118.249999943528,35.1249997699902,2013,1,-51.081901550293,0.10700000077486
-118.291666613528,35.0833330999902,2013,1,-41.3898048400879,0.111000001430511
-117.458333213528,34.7499997399902,2013,1,25.5127983093262,-2.46199989318848
-118.208333273528,34.6666663999902,2013,1,-18.9139995574951,-3.95099997520447
-117.583333223528,34.3749997099902,2013,1,5.81770896911621,-2.41199994087219
-116.333333123528,34.1249996899902,2013,1,-5.76579761505127,0.372000008821487
-116.124999773528,34.0416663499902,2013,1,-1.64879846572876,-1.29700005054474
-116.083333103528,34.0416663499902,2013,1,-10.2650995254517,-0.449000000953674
-115.999999763528,34.0416663499902,2013,1,-33.6774978637695,0.694999992847443
-116.249999783528,33.9999996799902,2013,1,9.490797996521,-1.98000001907349
-116.166666443528,33.9999996799902,2013,1,11.8964967727661,-2.60899996757507
-116.124999773528,33.9999996799902,2013,1,0.593300342559814,-2.17000007629395
-116.041666433528,33.9999996799902,2013,1,-13.4751014709473,-1.47300004959106
-115.999999763528,33.9999996799902,2013,1,-4.07730388641357,-0.684000015258789
-116.166666443528,33.9583330099902,2013,1,9.78710174560547,-0.686999976634979
-116.166666443528,33.9166663399902,2013,1,7.65849733352661,-0.790000021457672
-115.916666423528,33.8749996699902,2013,1,28.880895614624,0.764999985694885
-117.416666543528,36.7916665699902,2013,0,4.73889923095703,-3.84599995613098
-116.916666503528,36.5416665499902,2013,0,25.1912994384766,4.30299997329712
-117.083333183528,36.4999998799902,2013,0,-2.09020042419434,0.728999972343445
-117.624999893528,36.4166665399902,2013,0,-4.67229986190796,-2.58899998664856
-116.916666503528,36.3749998699902,2013,0,29.8724002838135,4.24100017547607
-118.624999973528,34.8749997499902,2013,0,-9.56650066375732,0.0240000002086163
-118.499999963528,34.8749997499902,2013,0,-33.0434074401855,-0.862999975681305
-117.291666533528,34.5833330599902,2013,0,19.6183013916016,-1.80200004577637
-117.291666533528,34.4166663799902,2013,0,-13.3209037780762,-0.753000020980835
-116.291666453528,34.0416663499902,2013,0,0.431898593902588,-0.889999985694885
-116.208333113528,34.0416663499902,2013,0,8.08569526672363,-2.02800011634827
-116.166666443528,34.0416663499902,2013,0,9.83949851989746,-2.18499994277954
-116.249999783528,33.9583330099902,2013,0,9.57419967651367,-0.108999997377396
-116.083333103528,33.9583330099902,2013,0,-10.0594987869263,-2.36199998855591
-115.874999753528,33.8749996699902,2013,0,35.1366996765137,0.938000023365021
-117.583333223528,36.5416665499902,2014,1,1.13360118865967,-2.25
-117.083333183528,36.4999998799902,2014,1,-3.75779962539673,0.441000014543533
-118.416666623528,34.7083330699902,2014,1,27.7504997253418,2.28500008583069
-116.249999783528,34.1249996899902,2014,1,12.7648973464966,2.03399991989136
-116.166666443528,33.9999996799902,2014,1,13.1425037384033,-0.531000018119812
-115.999999763528,33.9999996799902,2014,1,-12.3616971969604,2.13700008392334
-115.874999753528,33.9166663399902,2014,1,-46.1628036499023,3.80399990081787
-117.499999883528,37.5416666299902,2014,0,14.4995994567871,-7.19700002670288
-117.541666553528,36.7499998999902,2014,0,13.1817998886108,1.51499998569489
-117.624999893528,36.3749998699902,2014,0,17.2473983764648,-1.12000000476837
-117.583333223528,36.3749998699902,2014,0,16.8065986633301,0.323000013828278
-117.666666563528,36.3333331999902,2014,0,23.9401035308838,-3.82699990272522
-117.999999923528,36.2083331899902,2014,0,59.1763000488281,-0.643999993801117
-117.958333253528,36.1249998499902,2014,0,65.0521011352539,-1.43499994277954
-117.874999913528,35.2499997799902,2014,0,1.23119735717773,0.363999992609024
-117.624999893528,34.9999997599902,2014,0,-10.6632986068726,-2.42400002479553
-118.583333303528,34.7916664099902,2014,0,15.2122077941895,-0.490000009536743
-117.833333243528,34.6666663999902,2014,0,5.33260059356689,-2.6159999370575
-117.666666563528,34.5833330599902,2014,0,3.92670226097107,-1.02900004386902
-117.416666543528,34.4166663799902,2014,0,-14.1455030441284,-0.25900000333786
-116.874999833528,34.4166663799902,2014,0,-12.8024015426636,0.0230000000447035
-116.333333123528,34.1249996899902,2014,0,11.7497978210449,2.15700006484985
-116.249999783528,34.0833330199902,2014,0,13.5319004058838,0.796000003814697
-116.166666443528,34.0833330199902,2014,0,13.6133985519409,1.21800005435944
-116.041666433528,34.0833330199902,2014,0,9.80490112304688,3.16799998283386
-116.166666443528,34.0416663499902,2014,0,13.5125007629395,-0.184000000357628
-116.124999773528,34.0416663499902,2014,0,16.7378025054932,0.88400000333786
-116.208333113528,33.9999996799902,2014,0,11.9266023635864,0.601999998092651
-116.083333103528,33.9999996799902,2014,0,18.5853023529053,0.111000001430511
-116.041666433528,33.9999996799902,2014,0,9.64410591125488,0.512000024318695
-115.916666423528,33.8749996699902,2014,0,-39.5088958740234,2.59999990463257
-118.374999953528,34.7499997399902,2015,1,42.3169937133789,2.88299989700317
-117.624999893528,34.4166663799902,2015,1,43.1049957275391,0.843999981880188
-117.291666533528,34.4166663799902,2015,1,30.6129989624023,2.57800006866455
-116.374999793528,34.2083330299902,2015,1,19.9890003204346,4.50699996948242
-116.416666463528,34.0833330199902,2015,1,34.6569976806641,3.85899996757507
-116.374999793528,34.0833330199902,2015,1,24.8610000610352,3.26799988746643
-116.291666453528,34.0833330199902,2015,1,1.43899774551392,2.61299991607666
-116.208333113528,34.0416663499902,2015,1,18.273998260498,1.31299996376038
-116.166666443528,34.0416663499902,2015,1,18.177001953125,1.19000005722046
-116.166666443528,33.9999996799902,2015,1,21.8290004730225,0.7950000166893
-116.041666433528,33.9999996799902,2015,1,14.0939931869507,1.88199996948242
-115.916666423528,33.8749996699902,2015,1,37.8839988708496,4.03399991989136
-117.333333203528,37.3333332799902,2015,0,14.0230102539062,-1.54200005531311
-117.499999883528,36.8749999099902,2015,0,9.99400234222412,0.870999991893768
-117.416666543528,36.8333332399902,2015,0,20.48899269104,-1.37399995326996
-117.499999883528,36.7083332299902,2015,0,3.67899990081787,1.76400005817413
-117.541666553528,36.4999998799902,2015,0,2.55099964141846,0.171000003814697
-117.666666563528,36.3333331999902,2015,0,0.603996276855469,-1.70799994468689
-117.958333253528,35.3749997899902,2015,0,26.0300025939941,3.19400000572205
-118.291666613528,35.0833330999902,2015,0,58.8050003051758,2.50200009346008
-118.249999943528,35.0416664299902,2015,0,35.3440055847168,2.69899988174438
-117.041666513528,35.0416664299902,2015,0,48.492000579834,5.26999998092651
-117.708333233528,34.9999997599902,2015,0,26.4689998626709,-0.238999992609024
-118.624999973528,34.8749997499902,2015,0,20.5029926300049,2.74600005149841
-118.416666623528,34.8749997499902,2015,0,30.0400009155273,2.04699993133545
-118.541666633528,34.7916664099902,2015,0,26.3889999389648,1.74000000953674
-118.458333293528,34.7916664099902,2015,0,23.810001373291,1.84200000762939
-118.124999933528,34.7916664099902,2015,0,66.5189971923828,-0.950999975204468
-118.499999963528,34.7499997399902,2015,0,45.9169960021973,3.19799995422363
-117.958333253528,34.7499997399902,2015,0,24.1549968719482,-0.495000004768372
-117.958333253528,34.5416663899902,2015,0,41.6450080871582,3.18499994277954
-117.708333233528,34.4999997199902,2015,0,22.6659965515137,2.82299995422363
-117.333333203528,34.4999997199902,2015,0,32.1839981079102,1.79700005054474
-116.874999833528,34.4166663799902,2015,0,19.9360008239746,1.73000001907349
-116.541666473528,34.1666663599902,2015,0,48.128002166748,3.50600004196167
-116.458333133528,34.1249996899902,2015,0,32.2880020141602,3.47900009155273
-116.333333123528,34.1249996899902,2015,0,7.63300132751465,3.49799990653992
-116.249999783528,34.0833330199902,2015,0,8.3549976348877,2.08299994468689
-116.041666433528,34.0833330199902,2015,0,46.5400047302246,4.51399993896484
-116.124999773528,34.0416663499902,2015,0,26.0220012664795,1.77799999713898
-116.041666433528,34.0416663499902,2015,0,23.3190021514893,3.28999996185303
-116.083333103528,33.9999996799902,2015,0,18.7029972076416,1.40699994564056
