plant,matrix,symmetry,N.poll
Portea petropolitana,varassin_sazima_2012,actinomorphic,1
Quesnelia strobilispica,varassin_sazima_2012,actinomorphic,7
Tillandsia geminifolia,varassin_sazima_2012,actinomorphic,3
Acanthostachys strobilaceae,varassin_sazima_2012,actinomorphic,2
Aechmea lingulata,varassin_sazima_2012,actinomorphic,1
Tillandsia tenuifolia,varassin_sazima_2012,actinomorphic,4
Aechmea araneosa,varassin_sazima_2012,zygomorphic,11
Aechmea bromeliifolia,varassin_sazima_2012,zygomorphic,5
Billbergia amoena,varassin_sazima_2012,zygomorphic,6
Vriesea gracilior,varassin_sazima_2012,zygomorphic,5
Vriesea psittacina,varassin_sazima_2012,zygomorphic,4
Vriesea simplex,varassin_sazima_2012,zygomorphic,2
Abutilon theophrasti,Robertson-1928,actinomorphic,46
Acer negundo,Robertson-1928,actinomorphic,2
Acer saccharinum,Robertson-1928,actinomorphic,2
Achillea millefolium,Robertson-1928,actinomorphic,99
Actea alba,Robertson-1928,actinomorphic,6
Actinomeris alternifolia,Robertson-1928,actinomorphic,24
Aesculus glabra,Robertson-1928,actinomorphic,18
Aesculus hippocastanum,Robertson-1928,actinomorphic,16
Agrimonia striata,Robertson-1928,actinomorphic,2
Alisma plantago aquatica,Robertson-1928,actinomorphic,26
Amaranthus spinosus,Robertson-1928,actinomorphic,2
Ambrosia trifida,Robertson-1928,actinomorphic,4
Amelanchier canadensis,Robertson-1928,actinomorphic,101
Ammannia coccinea,Robertson-1928,actinomorphic,24
Anemonella thalictroides,Robertson-1928,actinomorphic,42
Anethum graveolens,Robertson-1928,actinomorphic,2
Antennaria plantaginifolia,Robertson-1928,actinomorphic,140
Anthemis cotula,Robertson-1928,actinomorphic,14
Apocynum androsaemifolium,Robertson-1928,actinomorphic,24
Apocynum cannabinum,Robertson-1928,actinomorphic,93
Aquilegia canadensis,Robertson-1928,actinomorphic,2
Arabis dentata,Robertson-1928,actinomorphic,96
Arabis laevigata,Robertson-1928,actinomorphic,26
Arabis virginica,Robertson-1928,actinomorphic,22
Arctium minus,Robertson-1928,actinomorphic,38
Arisaema triphyllum,Robertson-1928,actinomorphic,16
Aruncus sylvester,Robertson-1928,actinomorphic,150
Ascerates floridana,Robertson-1928,actinomorphic,35
Ascerates viridiflora,Robertson-1928,actinomorphic,10
Asclepias incarnata,Robertson-1928,actinomorphic,216
Asclepias purpurascens,Robertson-1928,actinomorphic,83
Asclepias sullivantii,Robertson-1928,actinomorphic,177
Asclepias syriaca,Robertson-1928,actinomorphic,186
Asclepias tuberosa,Robertson-1928,actinomorphic,57
Asclepias verticillata,Robertson-1928,actinomorphic,251
Asiminia triloba,Robertson-1928,actinomorphic,16
Asparagus officinalis,Robertson-1928,actinomorphic,10
Aster anomalus,Robertson-1928,actinomorphic,67
Aster ericoides villosus,Robertson-1928,actinomorphic,533
Aster lateriflorus,Robertson-1928,actinomorphic,113
Aster multiflorus,Robertson-1928,actinomorphic,83
Aster novaeangliae,Robertson-1928,actinomorphic,82
Aster paniculatus,Robertson-1928,actinomorphic,192
Aster sagittifolius,Robertson-1928,actinomorphic,80
Aster salicifolius,Robertson-1928,actinomorphic,87
Aster turbinellus,Robertson-1928,actinomorphic,51
Bidens aristosa,Robertson-1928,actinomorphic,253
Bidens bipinnata,Robertson-1928,actinomorphic,21
Bidens connata,Robertson-1928,actinomorphic,4
Bidens frondosa,Robertson-1928,actinomorphic,22
Bidens laevis,Robertson-1928,actinomorphic,103
Boltonia asteroides,Robertson-1928,actinomorphic,259
Brauneria pallida,Robertson-1928,actinomorphic,76
Brauneria purpurea,Robertson-1928,actinomorphic,94
Cacalia atriplicifolia,Robertson-1928,actinomorphic,20
Cacalia reniformis,Robertson-1928,actinomorphic,77
Cacalia tuberosa,Robertson-1928,actinomorphic,10
Camassia esculenta,Robertson-1928,actinomorphic,95
Campanula americana,Robertson-1928,actinomorphic,42
Capsella bursa-pastoris,Robertson-1928,actinomorphic,121
Cardamine bulbosa,Robertson-1928,actinomorphic,97
Cassia marilandica,Robertson-1928,actinomorphic,16
Castalia tuberosa,Robertson-1928,actinomorphic,22
Caulophyllum thalictroides,Robertson-1928,actinomorphic,57
Ceanothus americanus,Robertson-1928,actinomorphic,232
Celastrus scandens,Robertson-1928,actinomorphic,12
Cephalanthus occidentalis,Robertson-1928,actinomorphic,152
Cerastium nutans,Robertson-1928,actinomorphic,32
Cerastium vulgatum,Robertson-1928,actinomorphic,30
Chaerophyllum procumbens,Robertson-1928,actinomorphic,98
Chrysanthemum leucanthemum,Robertson-1928,actinomorphic,44
Cicuta maculata,Robertson-1928,actinomorphic,499
Circaea lutetiana,Robertson-1928,actinomorphic,36
Cirsium altissimum,Robertson-1928,actinomorphic,45
Cirsium discolor,Robertson-1928,actinomorphic,62
Cirsium lanceolatum,Robertson-1928,actinomorphic,94
Cirsium pumilum,Robertson-1928,actinomorphic,34
Claytonia virginica,Robertson-1928,actinomorphic,191
Clematis pitcheri,Robertson-1928,actinomorphic,8
Clematis virginiana,Robertson-1928,actinomorphic,117
Comandra umbellata,Robertson-1928,actinomorphic,85
Convolvulus sepium,Robertson-1928,actinomorphic,20
Coreopsis tripteris,Robertson-1928,actinomorphic,163
Coreopsis palmata,Robertson-1928,actinomorphic,159
Cornus amomum,Robertson-1928,actinomorphic,190
Cornus florida,Robertson-1928,actinomorphic,55
Cornus paniculata,Robertson-1928,actinomorphic,164
Crataegus coccinea,Robertson-1928,actinomorphic,110
Crataegus crus-galli,Robertson-1928,actinomorphic,138
Crataegus mollis,Robertson-1928,actinomorphic,136
Cryptotaenia canadensis,Robertson-1928,actinomorphic,211
Cucurbita melopepo,Robertson-1928,actinomorphic,2
Cucurbita pepo,Robertson-1928,actinomorphic,12
Cuphea petiolata,Robertson-1928,actinomorphic,6
Cuscuta cephalanthi,Robertson-1928,actinomorphic,2
Cuscuta glomerata,Robertson-1928,actinomorphic,2
Cynoglossum officinale,Robertson-1928,actinomorphic,2
Datura stramonium,Robertson-1928,actinomorphic,4
Datura tatula,Robertson-1928,actinomorphic,20
Delphinium tricorne,Robertson-1928,actinomorphic,39
Dentaria laciniata,Robertson-1928,actinomorphic,76
Desmodium bracteosum,Robertson-1928,actinomorphic,6
Desmodium grandiflorum,Robertson-1928,actinomorphic,2
Diospyros virginiana,Robertson-1928,actinomorphic,58
Dipsacus sylvestris,Robertson-1928,actinomorphic,20
Dirca palustris,Robertson-1928,actinomorphic,22
Dodecatheon meadia,Robertson-1928,actinomorphic,18
Echinocystis lobata,Robertson-1928,actinomorphic,42
Ellisia nyctelaea,Robertson-1928,actinomorphic,51
Erechthites hieracifolia,Robertson-1928,actinomorphic,26
Erigenia bulbosa,Robertson-1928,actinomorphic,118
Erigeron annuus,Robertson-1928,actinomorphic,4
Erigeron canadensis,Robertson-1928,actinomorphic,38
Erigeron philadelphicus,Robertson-1928,actinomorphic,125
Erigeron pulchellus,Robertson-1928,actinomorphic,10
Erigeron ramosus,Robertson-1928,actinomorphic,152
Eryngium yuccifolium,Robertson-1928,actinomorphic,334
Erythronium albidum,Robertson-1928,actinomorphic,53
Eulophus americanus,Robertson-1928,actinomorphic,227
Eupatorium altissimum,Robertson-1928,actinomorphic,158
Eupatorium coelestinum,Robertson-1928,actinomorphic,52
Eupatorium perfoliatum,Robertson-1928,actinomorphic,185
Eupatorium purpureum,Robertson-1928,actinomorphic,40
Eupatorium serotinum,Robertson-1928,actinomorphic,243
Eupatorium sessilifolium,Robertson-1928,actinomorphic,16
Eupatorium urticaefolium,Robertson-1928,actinomorphic,40
Euphorbia corollata,Robertson-1928,actinomorphic,101
Euphorbia preslii,Robertson-1928,actinomorphic,14
Evonymus atropurpureus,Robertson-1928,actinomorphic,44
Fragaria virginiana illinoensis,Robertson-1928,actinomorphic,109
Frasera carolinensis,Robertson-1928,actinomorphic,14
Fraxinus americanus,Robertson-1928,actinomorphic,2
Galium aperine,Robertson-1928,actinomorphic,2
Galium trifidum,Robertson-1928,actinomorphic,16
Gaura biennis,Robertson-1928,actinomorphic,14
Gentiana andrewsii,Robertson-1928,actinomorphic,4
Gentiana puberula,Robertson-1928,actinomorphic,2
Geranium carolinianum,Robertson-1928,actinomorphic,26
Geranium maculatum,Robertson-1928,actinomorphic,86
Geum canadense,Robertson-1928,actinomorphic,43
Geum vernum,Robertson-1928,actinomorphic,36
Gillenia stipulacea,Robertson-1928,actinomorphic,50
Gnaphalium polycephalum,Robertson-1928,actinomorphic,137
Gonolobus laevis,Robertson-1928,actinomorphic,44
Helenium autumnale,Robertson-1928,actinomorphic,67
Helianthus annuus,Robertson-1928,actinomorphic,82
Helianthus divaricatus,Robertson-1928,actinomorphic,147
Helianthus grosse-serratus,Robertson-1928,actinomorphic,141
Helianthus laetiflorus,Robertson-1928,actinomorphic,52
Helianthus mollis,Robertson-1928,actinomorphic,52
Helianthus scaberrimus,Robertson-1928,actinomorphic,24
Helianthus strumosus,Robertson-1928,actinomorphic,28
Helianthus tuberosus,Robertson-1928,actinomorphic,99
Heliopsis helianthoides,Robertson-1928,actinomorphic,101
Hepatica acutiloba,Robertson-1928,actinomorphic,35
Heracleum lanatum,Robertson-1928,actinomorphic,488
Heuchera hispida,Robertson-1928,actinomorphic,14
Hibiscus lasiocarpos,Robertson-1928,actinomorphic,16
Hibiscus militaris,Robertson-1928,actinomorphic,6
Hibiscus trionum,Robertson-1928,actinomorphic,10
Houstonia purpurea calycosa,Robertson-1928,actinomorphic,73
Hydrangea arborescens,Robertson-1928,actinomorphic,66
Hydrophyllum appendiculatum,Robertson-1928,actinomorphic,90
Hydrophyllum virginianum,Robertson-1928,actinomorphic,38
Hypericum ascyron,Robertson-1928,actinomorphic,4
Hypericum cistifolium,Robertson-1928,actinomorphic,10
Hypericum punctatum,Robertson-1928,actinomorphic,6
Hypoxis hirsuta,Robertson-1928,actinomorphic,32
Ipomoea hederacea,Robertson-1928,actinomorphic,6
Ipomoea pandurata,Robertson-1928,actinomorphic,40
Ipomoea purpurea,Robertson-1928,actinomorphic,10
Iris hexagona,Robertson-1928,actinomorphic,4
Iris versicolor,Robertson-1928,actinomorphic,18
Isopyrum biternatum,Robertson-1928,actinomorphic,99
Krigia amplexicaulis,Robertson-1928,actinomorphic,136
Lactuca canadensis,Robertson-1928,actinomorphic,2
Lactuca floridana,Robertson-1928,actinomorphic,30
Lantana camara,Robertson-1928,actinomorphic,20
Lappula virginiana,Robertson-1928,actinomorphic,8
Lepachys pinnata,Robertson-1928,actinomorphic,128
Lepidium virginicum,Robertson-1928,actinomorphic,90
Liatris pycnostachya,Robertson-1928,actinomorphic,68
Liatris scariosa,Robertson-1928,actinomorphic,18
Lilium superbum,Robertson-1928,actinomorphic,6
Lippia lanceolata,Robertson-1928,actinomorphic,111
Lithospermum canescens,Robertson-1928,actinomorphic,73
Lobelia cardinalis,Robertson-1928,actinomorphic,12
Lobelia cardinalis x siphilitica,Robertson-1928,actinomorphic,4
Lobelia inflata,Robertson-1928,actinomorphic,4
Lobelia siphilitica,Robertson-1928,actinomorphic,20
Lobelia spicata,Robertson-1928,actinomorphic,22
Lonicera sempervirens,Robertson-1928,actinomorphic,2
Ludvigia alternifolia,Robertson-1928,actinomorphic,33
Ludvigia polycarpa,Robertson-1928,actinomorphic,36
Lythrum alatum,Robertson-1928,actinomorphic,105
Malva rotundifolia,Robertson-1928,actinomorphic,81
Melanthium virginicum,Robertson-1928,actinomorphic,58
Mertensia virginica,Robertson-1928,actinomorphic,55
Mollugo verticillata,Robertson-1928,actinomorphic,26
Myosotis virginica,Robertson-1928,actinomorphic,4
Myosurus minimus,Robertson-1928,actinomorphic,2
Nelumbo lutea,Robertson-1928,actinomorphic,64
Nothoscordum bivalve,Robertson-1928,actinomorphic,40
Nymphaea advena,Robertson-1928,actinomorphic,4
Oenothera biennis,Robertson-1928,actinomorphic,20
Oenothera fruticosa,Robertson-1928,actinomorphic,56
Osmorrhiza longistylis,Robertson-1928,actinomorphic,136
Oxalis corniculata,Robertson-1928,actinomorphic,36
Oxalis stricta,Robertson-1928,actinomorphic,24
Oxalis violacea,Robertson-1928,actinomorphic,58
Oxypolis rigidior,Robertson-1928,actinomorphic,290
Parthenium integrifolium,Robertson-1928,actinomorphic,103
Passiflora lutea,Robertson-1928,actinomorphic,12
Pastinaca sativa,Robertson-1928,actinomorphic,530
Petalostemum candidum,Robertson-1928,actinomorphic,59
Petalostemum purpureum,Robertson-1928,actinomorphic,180
Philadelphus grandiflorus,Robertson-1928,actinomorphic,44
Phlox divaricata,Robertson-1928,actinomorphic,50
Phlox glaberrima,Robertson-1928,actinomorphic,16
Phlox pilosa,Robertson-1928,actinomorphic,40
Physalis lanceolata,Robertson-1928,actinomorphic,10
Physalis subglabrata,Robertson-1928,actinomorphic,2
Physalis virginiana,Robertson-1928,actinomorphic,10
Phytolacca decandra,Robertson-1928,actinomorphic,24
Plantago major,Robertson-1928,actinomorphic,6
Podophyllum peltatum,Robertson-1928,actinomorphic,10
Polemonium reptans,Robertson-1928,actinomorphic,97
Polygala sanguinea,Robertson-1928,actinomorphic,8
Polygonatum commutatum,Robertson-1928,actinomorphic,14
Polygonum acre,Robertson-1928,actinomorphic,20
Polygonum amphibium,Robertson-1928,actinomorphic,2
Polygonum hydropiper,Robertson-1928,actinomorphic,6
Polygonum hydropiperoides,Robertson-1928,actinomorphic,140
Polygonum lapathifolium,Robertson-1928,actinomorphic,36
Polygonum pennsylvanicum,Robertson-1928,actinomorphic,169
Polygonum persicaria,Robertson-1928,actinomorphic,26
Polygonum scandens,Robertson-1928,actinomorphic,123
Polytaenia nuttallii,Robertson-1928,actinomorphic,145
Pontederia cordata,Robertson-1928,actinomorphic,4
Populus deltoides,Robertson-1928,actinomorphic,2
Populus tremuloides,Robertson-1928,actinomorphic,2
Portulaca oleracea,Robertson-1928,actinomorphic,6
Potentilla canadensis,Robertson-1928,actinomorphic,60
Potentilla monspeliensis norvegica,Robertson-1928,actinomorphic,46
Prenanthes aspera,Robertson-1928,actinomorphic,2
Prenanthes crepidinea,Robertson-1928,actinomorphic,10
Prunus americana,Robertson-1928,actinomorphic,146
Prunus serotina,Robertson-1928,actinomorphic,130
Psedera quinquefolia,Robertson-1928,actinomorphic,2
Ptelea trifoliata,Robertson-1928,actinomorphic,133
Pycnanthemum flexuosum,Robertson-1928,actinomorphic,484
Pyrus coronaria,Robertson-1928,actinomorphic,18
Radicula obtusa,Robertson-1928,actinomorphic,44
Radicula palustris,Robertson-1928,actinomorphic,12
Ranunculus abortivus,Robertson-1928,actinomorphic,48
Ranunculus fascicularis,Robertson-1928,actinomorphic,90
Ranunculus recurvatus,Robertson-1928,actinomorphic,10
Ranunculus septentrionalis,Robertson-1928,actinomorphic,101
Rhamnus lanceolata,Robertson-1928,actinomorphic,99
Rhus canadensis,Robertson-1928,actinomorphic,66
Rhus copallina,Robertson-1928,actinomorphic,143
Rhus glabra,Robertson-1928,actinomorphic,218
Rhus toxicodendron,Robertson-1928,actinomorphic,2
Ribes gracile,Robertson-1928,actinomorphic,73
Rosa humilis,Robertson-1928,actinomorphic,54
Rosa setigera,Robertson-1928,actinomorphic,70
Rubus canadensis,Robertson-1928,actinomorphic,94
Rubus occidentalis,Robertson-1928,actinomorphic,44
Rubus villosus,Robertson-1928,actinomorphic,168
Rudbeckia hirta,Robertson-1928,actinomorphic,165
Rudbeckia laciniata,Robertson-1928,actinomorphic,102
Rudbeckia subtomentosa,Robertson-1928,actinomorphic,194
Rudbeckia triloba,Robertson-1928,actinomorphic,208
Sagittaria latifolia,Robertson-1928,actinomorphic,103
Salix amygdaloides,Robertson-1928,actinomorphic,184
Salix cordata,Robertson-1928,actinomorphic,232
Salix humilis,Robertson-1928,actinomorphic,125
Salix longifolia,Robertson-1928,actinomorphic,224
Salix nigra,Robertson-1928,actinomorphic,187
Sambucus canadensis,Robertson-1928,actinomorphic,64
Samolus floribundus,Robertson-1928,actinomorphic,2
Sanicula canadensis,Robertson-1928,actinomorphic,8
Sanicula marilandica,Robertson-1928,actinomorphic,54
Saponaria officinalis,Robertson-1928,actinomorphic,4
Sassafras variifolium,Robertson-1928,actinomorphic,178
Sebatia angularis,Robertson-1928,actinomorphic,6
Senecio aureus,Robertson-1928,actinomorphic,36
Sicyos angulatus,Robertson-1928,actinomorphic,34
Sida spinosa,Robertson-1928,actinomorphic,16
Silene nivea,Robertson-1928,actinomorphic,2
Silene stellata,Robertson-1928,actinomorphic,2
Silphium integrifolium,Robertson-1928,actinomorphic,41
Silphium laciniatum,Robertson-1928,actinomorphic,58
Silphium perfoliatum,Robertson-1928,actinomorphic,143
Silphium terebinthinaceum,Robertson-1928,actinomorphic,26
Sisymbrium canescens,Robertson-1928,actinomorphic,26
Sisyrinchium angustifolium,Robertson-1928,actinomorphic,30
Sisyrinchium gramineum,Robertson-1928,actinomorphic,2
Sium cicutaefolium,Robertson-1928,actinomorphic,409
Smilacina racemosa,Robertson-1928,actinomorphic,39
Smilacina stellata,Robertson-1928,actinomorphic,32
Smilax herbacea,Robertson-1928,actinomorphic,17
Smilax hispida,Robertson-1928,actinomorphic,32
Solanum carolinense,Robertson-1928,actinomorphic,6
Solanum nigrum,Robertson-1928,actinomorphic,4
Solanum rostratum,Robertson-1928,actinomorphic,2
Solidago canadensis,Robertson-1928,actinomorphic,395
Solidago graminifolia,Robertson-1928,actinomorphic,85
Solidago missouriensis,Robertson-1928,actinomorphic,137
Solidago nemoralis,Robertson-1928,actinomorphic,176
Solidago rigida,Robertson-1928,actinomorphic,105
Solidago serotina,Robertson-1928,actinomorphic,14
Solidago speciosa,Robertson-1928,actinomorphic,18
Solidago ulmifolia,Robertson-1928,actinomorphic,102
Specularia perfoliata,Robertson-1928,actinomorphic,35
Staphylea trifolia,Robertson-1928,actinomorphic,42
Steironema ciliatum,Robertson-1928,actinomorphic,4
Steironema lanceolatum,Robertson-1928,actinomorphic,2
Steironema quadriflorum,Robertson-1928,actinomorphic,4
Stellaria longifolia,Robertson-1928,actinomorphic,26
Stellaria media,Robertson-1928,actinomorphic,117
Stenanthium angustifolium,Robertson-1928,actinomorphic,8
Symphoricarpos orbicularis,Robertson-1928,actinomorphic,231
Taenidia integerrima,Robertson-1928,actinomorphic,215
Taraxacum officinale,Robertson-1928,actinomorphic,35
Tecoma radicans,Robertson-1928,actinomorphic,36
Thalictrum dasycarpum,Robertson-1928,actinomorphic,2
Thaspium aureum atropurpurem,Robertson-1928,actinomorphic,2
Thaspium aureum trifoliatum,Robertson-1928,actinomorphic,112
Tilia americana,Robertson-1928,actinomorphic,55
Tradescantia brevicaulis,Robertson-1928,actinomorphic,26
Tradescantia pilosa,Robertson-1928,actinomorphic,6
Tradescantia virginiana,Robertson-1928,actinomorphic,38
Trillium sessile,Robertson-1928,actinomorphic,2
Ulmus americana,Robertson-1928,actinomorphic,2
Ulmus fulva,Robertson-1928,actinomorphic,2
Uvularia grandiflora,Robertson-1928,actinomorphic,16
Valerianella radiata,Robertson-1928,actinomorphic,48
Verbascum thapsus,Robertson-1928,actinomorphic,32
Verbena angustifolia,Robertson-1928,actinomorphic,14
Verbena bracteosa,Robertson-1928,actinomorphic,8
Verbena hastata,Robertson-1928,actinomorphic,132
Verbena stricta,Robertson-1928,actinomorphic,231
Verbena urticaefolia,Robertson-1928,actinomorphic,113
Verbesina helianthoides,Robertson-1928,actinomorphic,90
Vernonia fasciculata,Robertson-1928,actinomorphic,88
Veronica virginica,Robertson-1928,actinomorphic,78
Viburnum prunifolium,Robertson-1928,actinomorphic,162
Viburnum pubescens,Robertson-1928,actinomorphic,88
Vitis cordifolia,Robertson-1928,actinomorphic,6
Vitis vulpina,Robertson-1928,actinomorphic,6
Zanthoxylum americanum,Robertson-1928,actinomorphic,112
Zizia aurea,Robertson-1928,actinomorphic,333
Agastache nepetoides,Robertson-1928,zygomorphic,30
Agastache scrophulariaefolia,Robertson-1928,zygomorphic,10
Amorpha canescens,Robertson-1928,zygomorphic,94
Amorpha fruticosa,Robertson-1928,zygomorphic,18
Amphicarpa pitcheri,Robertson-1928,zygomorphic,8
Apios tuberosa,Robertson-1928,zygomorphic,4
Aristolochia tomentosa,Robertson-1928,zygomorphic,10
Astragalus canadensis,Robertson-1928,zygomorphic,20
Astragalus mexicanus,Robertson-1928,zygomorphic,32
Baptisia bracteata,Robertson-1928,zygomorphic,8
Baptisia leucantha,Robertson-1928,zygomorphic,4
Blephilia ciliata,Robertson-1928,zygomorphic,139
Blephilia hirsuta,Robertson-1928,zygomorphic,159
Cassia chamaecrista,Robertson-1928,zygomorphic,174
Castilleja coccinea,Robertson-1928,zygomorphic,2
Cercis canadensis,Robertson-1928,zygomorphic,101
Collinsia verna,Robertson-1928,zygomorphic,52
Crotalaria sagittalis,Robertson-1928,zygomorphic,16
Cypripedium parviflorum pubescens,Robertson-1928,zygomorphic,4
Desmodium canadense,Robertson-1928,zygomorphic,12
Desmodium canescens,Robertson-1928,zygomorphic,2
Desmodium dillenii,Robertson-1928,zygomorphic,10
Desmodium illinoense,Robertson-1928,zygomorphic,19
Desmodium marilandicum,Robertson-1928,zygomorphic,2
Desmodium paniculatum,Robertson-1928,zygomorphic,16
Desmodium sessilifolium,Robertson-1928,zygomorphic,4
Dianthera americana,Robertson-1928,zygomorphic,113
Dicentra cucullaria,Robertson-1928,zygomorphic,43
Gerardia auriculata,Robertson-1928,zygomorphic,14
Gerardia grandiflora,Robertson-1928,zygomorphic,22
Gerardia purpurea,Robertson-1928,zygomorphic,10
Gerardia tenuifolia,Robertson-1928,zygomorphic,34
Gleditsia triacanthos,Robertson-1928,zygomorphic,26
Gratiola virginiana,Robertson-1928,zygomorphic,2
Gymnocladus dioica,Robertson-1928,zygomorphic,10
Habenaria leucophaea,Robertson-1928,zygomorphic,2
Hedeoma pulegioides,Robertson-1928,zygomorphic,16
Hybanthus concolor,Robertson-1928,zygomorphic,2
Ilysanthes dubia,Robertson-1928,zygomorphic,20
Impatiens biflora,Robertson-1928,zygomorphic,22
Impatiens pallida,Robertson-1928,zygomorphic,12
Leonurus cardiaca,Robertson-1928,zygomorphic,22
Lespedeza capitata,Robertson-1928,zygomorphic,8
Lespedeza procumbens,Robertson-1928,zygomorphic,18
Lespedeza virginica,Robertson-1928,zygomorphic,42
Linaria vulgaris,Robertson-1928,zygomorphic,24
Liparis liliifolia,Robertson-1928,zygomorphic,4
Lobelia leptostachys,Robertson-1928,zygomorphic,44
Lonicera sullivantii,Robertson-1928,zygomorphic,10
Lycopus americanus,Robertson-1928,zygomorphic,209
Marrubium vulgare,Robertson-1928,zygomorphic,14
Martynia louisiana,Robertson-1928,zygomorphic,2
Melilotus alba,Robertson-1928,zygomorphic,284
Mentha arvensis,Robertson-1928,zygomorphic,50
Mimulus alatus,Robertson-1928,zygomorphic,2
Mimulus ringens,Robertson-1928,zygomorphic,4
Monarda bradburiana,Robertson-1928,zygomorphic,72
Monarda fistulosa,Robertson-1928,zygomorphic,120
Nepeta cataria,Robertson-1928,zygomorphic,139
Nepeta hederacea,Robertson-1928,zygomorphic,44
Orchis spectabilis,Robertson-1928,zygomorphic,4
Orobanche uniflora,Robertson-1928,zygomorphic,2
Penstemon hirsutus,Robertson-1928,zygomorphic,51
Penstemon laevigatus,Robertson-1928,zygomorphic,59
Phryma leptostachya,Robertson-1928,zygomorphic,4
Physostegia virginiana,Robertson-1928,zygomorphic,14
